lat1,lon1,lat2,lon2,user,timestamp,uuid
16.5555521780,-88.6927556992,16.5554750476,-88.6926913261,Fisher_Natalie,2017-01-26 19:20:47.197234+00:00,d71b5b4f-96b2-4911-bf92-54d91e937f80
16.5561679352,-88.6929984391,16.5561190860,-88.6929233372,Fisher_Natalie,2017-01-26 19:20:48.003287+00:00,f83d66cc-999d-4027-9964-179eacbc2856
16.5561589366,-88.6930346489,16.5560920904,-88.6929689348,Fisher_Natalie,2017-01-26 19:20:48.155458+00:00,4e1f3334-c41c-4d27-bedf-564867307225
16.5560702369,-88.6927315593,16.5559725385,-88.6926296353,Fisher_Natalie,2017-01-26 19:20:48.323857+00:00,bff0f75a-ff33-4560-9a71-4ecb5f156955
16.5560663804,-88.6932680011,16.5559828226,-88.6931486428,Fisher_Natalie,2017-01-26 19:20:48.491632+00:00,3db46023-1b7a-4249-8839-29e1acc47c05
16.5561319411,-88.6932210624,16.5560650949,-88.6931513250,Fisher_Natalie,2017-01-26 19:20:48.327626+00:00,5afda5d6-1d00-45bc-a5ca-ea050966111b
16.5560072472,-88.6929126084,16.5559481140,-88.6928173900,Fisher_Natalie,2017-01-26 19:20:47.838196+00:00,38af65e4-ec15-42af-9130-bce7c1e91668
16.5556280230,-88.6928415298,16.5555483215,-88.6927650869,Fisher_Natalie,2017-01-26 19:20:48.869905+00:00,1340296e-df13-4e4b-9c32-4a0e7b927871
16.5557977098,-88.6927476525,16.5557282925,-88.6926551163,Fisher_Natalie,2017-01-26 19:20:48.875661+00:00,841815be-0622-4e35-9acd-d1f1b94138a0
16.5508497340,-88.7015117705,16.5507031825,-88.7014085054,Fisher_Natalie,2017-01-26 19:21:12.851672+00:00,4b51464d-d917-4e07-8a17-69bdaf4b8339
16.5504345045,-88.7013642490,16.5503599431,-88.7012663484,Fisher_Natalie,2017-01-26 19:21:13.065161+00:00,a883e4fa-7ce7-4158-859d-3c82c930f481
16.5503676563,-88.7013816833,16.5502866671,-88.7012690306,Fisher_Natalie,2017-01-26 19:21:13.073344+00:00,ae7054b1-5c4f-4383-8af0-545a47f9a32f
16.5508690171,-88.7011751533,16.5507674595,-88.7010852993,Fisher_Natalie,2017-01-26 19:21:13.073788+00:00,8402e895-0cef-42d7-8565-c8384a86bd63
16.5486913021,-88.7042006850,16.5486514499,-88.7041242421,Fisher_Natalie,2017-01-26 19:21:50.745475+00:00,15245c21-0f92-412d-834b-b177e8e859f7
16.5487658642,-88.7039002776,16.5487054432,-88.7038305402,Fisher_Natalie,2017-01-26 19:21:50.755453+00:00,f095f470-f175-4eab-a151-e63fe367cf87
16.5489098460,-88.7043817341,16.5488339985,-88.7042717636,Fisher_Natalie,2017-01-26 19:21:50.761735+00:00,c8fde06a-2223-4832-85d3-847c5332ec17
16.5486411655,-88.7041738629,16.5485511767,-88.7040880322,Fisher_Natalie,2017-01-26 19:21:50.937952+00:00,6ea4b889-b5d5-429b-b57f-cbdc410d5786
16.5491438163,-88.7041604519,16.5490885376,-88.7041001022,Fisher_Natalie,2017-01-26 19:21:51.092630+00:00,d8eb688d-34de-4b5b-8b99-bb9d60aac3a0
16.5519360113,-88.6983400583,16.5518395964,-88.6982421577,Fisher_Natalie,2017-01-26 19:22:52.032796+00:00,05d0fa1d-3a8c-4598-90e4-730e0cc10de3
16.5523538087,-88.6982797086,16.5523036730,-88.6981965601,Fisher_Natalie,2017-01-26 19:22:52.188185+00:00,4771f1f2-e33c-42bc-9860-43a8eceba3bc
16.5520311407,-88.6975809932,16.5519501522,-88.6974884570,Fisher_Natalie,2017-01-26 19:22:52.348482+00:00,9f03c1da-352d-4ef6-ac3f-4bbb0ea828df
